Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
Paraguay,AMR,6639119,Latin America and the Caribbean,B,17659.2766,16829.96,829.3166,78,77,94,5499,17738.70968,0.31,5324,17238.70968,0.3088398204,175,500,0.58,10000,6881.06251,3088.398204,3991.016256,257.9634579,8.783724323,102.8867167,0.2311676361,1.187694302,183.9926043,65.25746928,25.15387146,110.6061045,217.2787802,3.668045595,977.0096362,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,678.3519,Oman,71.62673,,San Marino,,,,,,,,,,,,Sao Tome and Principe,No data,No data,,,258.87758490921345,8.787229381127961,103.22352520582601,0.23116763609101848,1.1876943024685735,184.70537522400522,65.5147060888094,25.228022158180877,110.97675156911706,211.8582321550534,3.6818407751066577,974.2721294049996
Peru,AMR,31376671,Latin America and the Caribbean,B,42538.8981,41977.43,561.4681,81,82,51,37201,66430.35714,0.56,36313,65330.35714,0.555836545,888,1100,0.84,71000,32520.10312,39464.3947,27316.88662,959.7931793,10.39263805,360.6671473,0.1959443304,1.010500031,733.3235503,263.3556617,81.18496645,394.5760972,877.152405,14.23349847,3695.885588,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,46327.1,Pakistan,10142.72,,Sao Tome and Principe,,,,,,,,,,,,Saudi Arabia,High-income country,No data,,,967.4837036908948,10.419752289888386,363.4407424781715,0.19594433039796186,1.0105000311995622,739.4177272163157,265.5119017003865,81.76552957364281,397.6412839513435,859.9351661368541,14.340335987742527,3701.162587386837
Philippines,WPR,101716359,"East, South and South-East Asia",A,219807.38,171126.2,48681.18,90,90,64,12533,46418.51852,0.27,12492,45918.51852,0.2720471044,41,500,0.1,12000,8621.67401580972,3264.565252,862.1674016,1047.283332,38.71176356,416.0661096,1.061561855,5.416926135,745.7681278,264.1299542,104.6894466,446.9414811,879.5024512,14.93127279,3964.502427,,,,,,,,,,,,,,,,,,,,,,,,,,,Oman,3332.475,Palestine,137.0331,,Saudi Arabia,,92,,,,,,,,,,Senegal,40 [34-49],18 375,0.4,18375,1039.921553549391,38.68318285874933,413.3454260476502,1.0615618553012103,5.4169261351266496,740.0419787342928,262.05761310838454,104.08592882770054,443.9494959290395,847.3525093347664,14.818804851982904,3910.734981232385
Poland,EUR,37986412,Europe and Central Asia,A,7167.1877,6596.052,571.1357,97.14,97.14,97.14,,,0,,,0,,,,3608044.49,4840.059681,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,67978.19,Panama,246.8803,,Senegal,4800,1183,0.25,,,,,,,,,Serbia,No data,1 400,,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,EUR,10358076,Europe and Central Asia,A,31209.4379,30996.17,213.2679,97.14,97.14,97.14,,,0,,,0,,,,983835.9842,1319.779979,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,690.7642,Papua New Guinea,3711.094,,Serbia,,11,,,,,,,,,,Seychelles,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,AMR,3473181,,B,12713.3957,12482.09,231.3057,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,26.54342352,0.1059061829,9.872005452,0.0,0.0,20.53586701,7.475094462,2.226854192,10.83921477,24.7971912,0.4165820171,102.8121388,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,23000.54,Paraguay,829.3166,,Seychelles,,,,,,,,,,,,Sierra Leone,27 [24-31],14 041,0.27,14041,26.543423520615463,0.10590618287178162,9.872005452505865,0.0,0.0,20.535867007049085,7.475094462318797,2.2268541923807303,10.839214766360643,24.086951328358506,0.41658201714379656,102.10189892960466
Qatar,EMR,2481539,,A,346.507804,336.5839,9.923904,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.715752651,0.002855797071,0.266202062,0.0,0.0,0.5537567993,0.2015685231,0.06004789813,0.2922831977,0.6686648889,0.01123327904,2.772365096,,,,,,,,,,,,,,,,,,,,,,,,,,,Papua New Guinea,39671.85,Peru,561.4681,,Sierra Leone,4400,575,0.13,,,,,,,,,Singapore,High-income country,1 533,,1533,0.7157526510320374,0.0028557970712514867,0.2662020619964837,0.0,0.0,0.5537567993111658,0.20156852313960755,0.060047898132673014,0.2922831976855843,0.649513023636994,0.011233279042221772,2.753213231048019
Republic of Korea,WPR,51014947,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,25519.1564620256,1426.532408,9281.734083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraguay,16829.96,Philippines,48681.18,,Singapore,,0,,,,,,,,,,Slovakia,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Moldova,EUR,3554108,Europe and Central Asia,A,0,0,0,84,84,97.14,3850,18333.33333,0.21,3744,18133.33333,0.2064705882,106,200,0.75,18000,239.523529,3716.470588,179.6426468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,41977.43,Poland,571.1357,,Slovakia,,,,,,,,,,,,Slovenia,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,EUR,19815481,Europe and Central Asia,A,5167.9248,4608.22,559.7048,97.14,97.14,97.14,10551,,0,10308,,0,243,,,26373.85013,35.37955506,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,171126.2,Portugal,213.2679,,Slovenia,,,,,,,,,,,,Solomon Islands,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,EUR,144096870,Europe and Central Asia,A,988825.31,948880.7,39944.61,97.14,97.14,97.14,,,0.3637163359,,,0,,,,780475.3299,9711.182334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Poland,6596.052,Puerto Rico,231.3057,,Solomon Islands,,,,,,,,,,,,Somalia,8 [5-10],2 310,0.08,2310,2017.8145078779328,8.050921996052278,750.4636999234568,0.0,0.0,1561.1238070511943,568.2520207730582,169.28406740090497,823.9903489683718,1831.0750232788541,31.668305230519707,7761.722702500346
Rwanda,AFR,11629553,Sub-Saharan Africa,A,275603.83,197362.9,78240.93,91,97.14,97.14,158728,200921.519,0.79,150462,189921.519,0.7922325011,8266,11000,0.74,170000,33000,134679.5252,24420,4443.186966,402.6075605,1989.812853,11.38995099,58.65413808,2686.538773,870.1717346,520.4848907,2070.953666,2957.016385,45.22083944,16056.03776,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal,30996.17,Qatar,9.923904,,Somalia,3100,112,0.04,,,,,,,,,South Africa,48 [46-52],3 384 160,0.48,3384160,4433.18408140862,402.5751589886538,1986.2881063015814,11.38995098899117,58.65413807557631,2678.4872210210533,867.3839371053238,519.7831367795524,2067.0440970024206,2870.612839902145,45.09303205977013,15940.49569963369
Saint Kitts and Nevis,AMR,54288,Latin America and the Caribbean,B,0,0,0,97.14,97.14,97.14,,,1,,,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Rico,12482.09,Romania,559.7048,,South Africa,240000,174891,0.74,,,,,,,,,South Sudan,11 [7-15],19 553,0.11,19553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,AMR,177206,Latin America and the Caribbean,B,439.95915,412.1581,27.80105,67,67,97.14,,,1,,,1,,,,,,,,31.15926499,0.1110401277,11.24565922,0.0,0.0,24.65781241,8.725119468,2.371361002,12.41779713,29.32286424,0.4374139201,120.4483325,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,336.5839,Russia,39944.61,,South Sudan,14000,728,0.05,,,,,,,,,Spain,74 [63-87],110 000,0.74,110000,31.159264993731426,0.11104012768108745,11.245659217499309,0.0,0.0,24.657812406472228,8.725119467640054,2.3713610015639253,12.417797133219064,28.576276475287735,0.4374139201162606,119.7017447432111
Saint Vincent and the Grenadines,AMR,109455,Latin America and the Caribbean,B,944.46049,888.0634,56.39709,97.14,97.14,97.14,,,1,,,1,,,,,,,,5.81861243,0.02073538857,2.099989602,0.0,0.0,4.604545511,1.629309568,0.4428227239,2.318872052,5.475687003,0.08168171082,22.49225599,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,4608.22,Rwanda,78240.93,,Spain,100,400,0.95,,,,,,,,,Sri Lanka,19 [13-30],804,0.19,804,5.818612429774614,0.020735388567699433,2.099989602357915,0.0,0.0,4.604545511205542,1.629309567985392,0.4428227238979644,2.318872051837682,5.336270850074158,0.08168171081881882,22.352839836519788
Samoa,WPR,193759,Oceania,A,407.22978,339.6084,67.62138,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.722184313,0.002881458899,0.2685941198,0.0,0.0,0.5587327873,0.2033797922,0.06058748089,0.2949096172,0.6746734263,0.01133421985,2.797277215,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,948880.7,Saint Lucia,27.80105,,Sri Lanka,100,36,0.46,,,,,,,,,Sudan,8 [5-13],4 388,0.08,4388,0.7221843130724568,0.002881458899526695,0.26859411977615877,0.0,0.0,0.5587327872877643,0.20337979218199412,0.0605874808872322,0.2949096172243681,0.6553494648333498,0.011334219855086557,2.7779532540179375
San Marino,EUR,32960,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Rwanda,197362.9,Saint Vincent and the Grenadines,56.39709,,Sudan,3500,394,0.11,,,,,,,,,Suriname,55 [48-63],2 076,0.55,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,AFR,195553,Sub-Saharan Africa,A,22.97854,21.51168,1.46686,62,61,71,,,0.3583525923,,,0.3583525923,,,,1200,132.0328627,430.0231108,0,0.5983099705,0.002389297872,0.2225704513,0.0,0.0,0.4628128019,0.1684981331,0.05023248275,0.24436463,0.5589169505,0.00939818898,2.317492907,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Lucia,412.1581,Samoa,67.62138,,Suriname,100,74,0.95,,,,,,,,,Swaziland,67 [62-73],147 274,0.67,147274,0.5983099704208856,0.0023892978716426165,0.22257045127932756,0.0,0.0,0.4628128018128393,0.16849813304221947,0.05023248274537623,0.2443646299259588,0.5428939209243966,0.009398188978930681,2.3014698770015767
Saudi Arabia,EMR,31557144,Middle East and North Africa,A,24373.227,22159.24,2213.987,90,91,85,,,0,,,0,92,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Vincent and the Grenadines,888.0634,Sao Tome and Principe,1.46686,,Swaziland,10000,8063,0.78,,,,,,,,,Sweden,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,AFR,14976994,Sub-Saharan Africa,A,134448.76,101581.2,32867.56,77,77,74,18375,45937.5,0.4,17192,41137.5,0.4179155272,1183,4800,0.25,37000,10112.11995,15462.87451,2528.029988,2452.079666,144.9316484,1014.788751,4.123448059,21.08588751,1649.464793,567.0587164,265.5696227,1076.333084,1899.787,31.33297855,9126.555596,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,339.6084,Saudi Arabia,2213.987,,Sweden,,,,,,,,,,,,Switzerland,High-income country,No data,,,2360.0022936745427,144.59001594022325,981.1398814914753,4.123448059319178,21.085887508614405,1577.2079250516385,541.178094122524,258.30743877533047,1039.239348899879,1762.2446617612668,29.987771728196527,8719.106767013009
Serbia,EUR,7095383,Europe and Central Asia,A,2238.15645,2154.67,83.48645,97.14,97.14,97.14,1400,,0,1389,,0,11,,,9443.756015,12.66845319,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sao Tome and Principe,21.51168,Scotland,44.14313,,Switzerland,,,,,,,,,,,,Syrian Arab Republic,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,AFR,93419,Sub-Saharan Africa,A,257.16646,241.507,15.65946,52,52,80,,,0.3583525923,,,0.3583525923,,,,,,,,8.48475439,0.03388311512,3.15631647,0.0,0.0,6.563241708,2.389506017,0.7123569714,3.465384114,7.926114027,0.1332776138,32.86483443,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,22159.24,Senegal,32867.56,,Syrian Arab Republic,,,,,,,,,,,,Tajikistan,19 [15-24],3 139,0.19,3139,8.48475438908313,0.03388311511671075,3.156316469277687,0.0,0.0,6.5632417068747415,2.3895060162152673,0.7123569713346958,3.4653841132589234,7.698888211957208,0.13327761383003553,32.637608606948405
Sierra Leone,AFR,7237025,Sub-Saharan Africa,A,152842.72,128471.3,24371.42,97.14,97.14,97.14,14041,52003.7037,0.27,13466,47603.7037,0.2828771493,575,4400,0.13,53000,5800,14992.48891,754,230.2234911,7.360091408,90.63988168,0.1976162334,1.008822266,166.0107626,59.07059482,22.45510779,97.66524988,196.5568791,3.333678649,874.5221755,,,,,,,,,,,,,,,,,,,,,,,,,,,Scotland,1881.442,Serbia,83.48645,,Tajikistan,500,501,0.95,,,,,,,,,Thailand,65 [60-72],282 135,0.65,282135,220.2629322940339,7.321488950268154,86.96033358509791,0.19761623337091047,1.0088222657490873,158.26055381843574,56.26682716057693,21.639755434445,93.61839292713424,181.810951094239,3.1817703040284733,830.5294440673791
Singapore,WPR,5535002,"East, South and South-East Asia",A,650.56364,630.0973,20.46634,93,93,97.14,1533,6088.052194,0.2518046743,1533,6088.052194,0.2518046743,0,,,,457.398124106536,,0,2.229570473,0.009057426737,0.8328312224,0.0,0.0,1.7186563,0.6281147693,0.1899358674,0.9134747943,2.080474685,0.03561828113,8.637733819,,,,,,,,,,,,,,,,,,,,,,,,,,,Senegal,101581.2,Seychelles,15.65946,,Thailand,4100,3813,0.95,,,,,,,,,The former Yugoslav republic of Macedonia,No data,No data,,,2.229570472779482,0.009057426735096626,0.8328312221960739,0.0,0.0,1.7186562992864431,0.6281147691696491,0.1899358674069437,0.9134747941365445,2.0197601637874985,0.03561828111919986,8.577019296616932
Sint Maarten (Dutch part),AMR,38824,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,2154.67,Sierra Leone,24371.42,,The former Yugoslav Republic of Macedonia,,,,,,,,,,,,Timor-Leste,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,EUR,5423801,Europe and Central Asia,A,266.523484,266.3305,0.192984,97.14,97.14,97.14,,,0,,,0,,,,515166.1945,691.0766023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Seychelles,241.507,Singapore,20.46634,,Timor-Leste,,,,,,,,,,,,Togo,41 [35-48],43 603,0.41,43603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,EUR,2063531,Europe and Central Asia,A,83.003198,75.85926,7.143938,97.14,97.14,97.14,,,0,,,0,,,,195999.3393,262.925943,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Leone,128471.3,Slovakia,0.192984,,Togo,9000,3058,0.34,,,,,,,,,Tonga,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,WPR,587482,Oceania,A,1302.3891,1064.898,237.4911,83,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,13.46047936,0.05370625941,5.006208998,0.0,0.0,10.41397745,3.790707505,1.129263709,5.496692112,12.57494461,0.2112535951,52.1372336,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore,630.0973,Slovenia,7.143938,,Tonga,,,,,,,,,,,,Trinidad and Tobago,62 [59-66],6 720,0.62,6720,13.460479364885986,0.05370625940743021,5.006208998635457,0.0,0.0,10.413977453727409,3.790707505475641,1.1292637094032119,5.496692112110108,12.214773692118863,0.21125359512089936,51.77706269088501
Somalia,EMR,13908129,Sub-Saharan Africa,A,92811.29,60049.43,32761.86,81,97.14,97.14,2310,28875,0.08,2198,25775,0.08527643065,112,3100,0.04,25000,710.1467873,2131.910766,28.40587149,245.7611043,18.57764675,104.7860002,0.5428376855,2.7676375,157.3794608,53.61961318,29.336359,110.0154743,179.5088062,3.118358944,905.4132989,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovakia,266.3305,Solomon Islands,237.4911,,Trinidad and Tobago,100,131,0.95,,,,,,,,,Tunisia,28 [19-41],734,0.28,734,233.8429167989751,18.52855775190622,100.31941378518817,0.5428376855092849,2.7676375000616247,148.2183042677142,50.261291886599324,28.30908972999782,105.12039539600038,163.41251702416207,2.9253548925162023,854.2483167186305
South Africa,AFR,55011976.68,Sub-Saharan Africa,A,9101345,7063812,2037533,97.14,97.14,97.14,3384160,7050333.333,0.48,3209269,6810333.333,0.4712352308,174891,240000,0.74,540000,440000,254467.0246,325600,30935.21522,3314.396912,14444.81091,94.25752379,485.3922392,17476.86185,5577.15194,3925.116726,14886.25181,18926.67404,305.5632718,110371.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovenia,75.85926,Somalia,32761.86,,Tunisia,,20,,,,,,,,,,Turkey,No data,No data,,,31333.696408191106,3315.842408636553,14589.59605235801,94.25752378535994,485.3922391862809,17790.92563673988,5689.04339936808,3955.943587026737,15046.040314491709,18770.38910802179,311.2567761246012,111382.3834539301
South Sudan,AFR,11882136,Sub-Saharan Africa,A,485667.69,390553.6,95114.09,76,76,76,19553,177754.5455,0.11,18825,163754.5455,0.114958641,728,14000,0.05,,,,,2371.793059,90.36534773,947.6979003,2.488456247,12.689093,1677.437735,596.5487217,242.1918011,1016.322424,1983.038248,34.53949793,8975.112284,,,,,,,,,,,,,,,,,,,,,,,,,,,Solomon Islands,1064.898,South Africa,2037533,,Turkey,,,,,,,,,,,,Turkmenistan,No data,No data,,,2278.922006620635,89.98631807697205,912.9661643241247,2.4884562471958165,12.689093004070429,1605.9179773430487,570.3815825887482,234.24867534323633,978.2375564777715,1840.0833850520476,33.04905757489785,8558.970272652748
Spain,EUR,46447697,,A,44345.0454,43690.42,654.6254,12,97.14,97.14,110000,148648.6486,0.74,109600,148548.6486,0.7378054327,400,100,0.95,61820.5836,82.93005117,45611.56244,78.78354862,6334.806294,64.86950277,2360.516372,1.197157128,6.183671331,4874.832017,1737.713286,520.5550115,2587.028538,5807.884828,91.13820963,24386.72489,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,60049.43,South Asia,2140739,,Turkmenistan,,,,,,,,,,,,Tuvalu,No data,No data,,,6355.675221629763,64.93843428632839,2367.9105464984887,1.1971571278536606,6.183671330711874,4891.570461728425,1743.5386978029348,522.0440999230213,2595.2235097437033,5671.660962699348,91.41004420664841,24311.352806977226
Sri Lanka,SEA,20966000,"East, South and South-East Asia",A,2672.6361,2442.16,230.4761,82,81,97.14,804,4231.578947,0.19,768,4131.578947,0.1858853503,36,100,0.46,2700,1871.74106043275,501.8904459,861.0008878,20.849787,1.470348101,8.949992724,0.04166958095,0.2137225878,13.39343153,4.573784409,2.393573939,9.410570457,15.31112349,0.2619924744,76.86999629,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,7063812,South East England,87.28355,,Tuvalu,,,,,,,,,,,,Uganda,57 [53-62],834 931,0.57,834931,21.21988052909468,1.4718234415468259,9.087638621303132,0.04166958095076921,0.2137225877536138,13.67978913359934,4.678026401490487,2.424603636300915,9.561715273175267,15.20044537998806,0.26779588450103187,77.84711046970412
Sudan,EMR,38647803,,A,221104.87,199167.1,21937.77,97.14,97.14,97.14,4388,54850,0.08,3994,51350,0.07777994158,394,3500,0.11,36435.23722,1973.350487,2833.930622,217.0685536,102.1221689,5.314618139,41.92901008,0.1505051871,0.768104902,69.54352699,24.38848496,11.09416144,44.58302876,81.24256203,1.419952268,382.5561237,,,,,,,,,,,,,,,,,,,,,,,,,,,South Asia,11873092,South Korea,313.3728,,Uganda,96000,60029,0.63,,,,,,,,,Ukraine,28 [24-32],60 753,0.28,60753,104.62281926111993,5.324929709151635,42.86642733463865,0.15050518705382124,0.7681049019743188,71.46525569711238,25.093127302570824,11.30990972658507,45.61030294969971,81.08493893820882,1.460493751110266,389.75681475922545
Suriname,AMR,553208,Latin America and the Caribbean,B,6288.2795,6141.119,147.1605,97.14,97.14,97.14,2076,3774.545455,0.55,2002,3674.545455,0.5448292924,74,100,0.95,3600,42.27984987,1961.385453,40.16585737,21.25613721,0.3828762595,8.155657133,0.00874647218,0.04517812074,15.89574247,5.674230539,1.863203802,8.871756072,18.91441196,0.3072212821,81.37516132,,,,,,,,,,,,,,,,,,,,,,,,,,,South East England,1431.493,South Sudan,95114.09,,Ukraine,3200,2415,0.75,,,,,,,,,United Arab Emirates,High-income country,No data,,,21.465687122546914,0.38361778248395606,8.23130482017957,0.008746472179645077,0.04517812073600382,16.06168028302709,5.732995520549285,1.8790729688270602,8.95534232086137,18.582707891386356,0.31014294405079534,81.65647624682805
Swaziland,AFR,1319011,Sub-Saharan Africa,A,352656.93,280416.9,72240.03,96,97.14,97.14,147274,219811.9403,0.67,139211,209811.9403,0.6635037062,8063,10000,0.78,180000,23000,119430.6671,17940,2188.450988,175.7449135,964.7063055,4.927317728,25.38854911,1361.400613,450.1677767,248.4482106,1009.12217,1521.642289,23.90434991,7973.903483,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,5913.098,South West England,41.73316,,United Arab Emirates,,,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,High-income country,No data,,,2205.999407322217,175.80443033526103,970.9695541724918,4.9273177277358124,25.38854911255009,1375.407539480447,455.0758761263516,249.7293702282008,1016.0559734491244,1497.0256584991994,24.138979544497833,8000.522655998076
Sweden,EUR,9799186,Europe and Central Asia,A,1205.8183,1166.964,38.8543,97.14,97.14,97.14,,,0,,,0,,,,930751.2131,1248.568701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,South Sudan,390553.6,Southeast Asia,156293.3,,United Kingdom,,,,,,,,,,,,United Republic of Tanzania,53 [48-60],740 078,0.53,740078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,EUR,8282396,Europe and Central Asia,A,2685.55472,2623.446,62.10872,97.14,97.14,97.14,,,0,,,0,,,,786682.7025,1055.306064,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,South West England,813.2081,"Southeast Asia, East Asia, and Oceania",280509.3,,United Republic of Tanzania,91000,51474,0.56,,,,,,,,,United States of America,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,EMR,18734987,Middle East and North Africa,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Southeast Asia,2592415,Southern Latin America,5271.327,,United States,,,,,,,,,,,,Uruguay,60 [52-71],6 113,0.6,6113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajikistan,EUR,8548651,Europe and Central Asia,A,8972.2729,8162.652,809.6209,82,80,93,3139,16521.05263,0.19,2638,16021.05263,0.1646583443,501,500,0.95,8900,576.1229135,1465.459264,547.3167678,85.59264437,10.75131439,42.58490228,0.3028515823,1.56431817,43.64596991,13.49700813,11.5525002,43.37718652,45.93105323,0.7756222972,299.5753711,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Asia, East Asia, and Oceania",4471543,Southern Sub-Saharan Africa,2989348,,Uruguay,100,113,0.95,,,,,,,,,Uzbekistan,40 [30-58],13 186,0.4,13186,93.18559631818181,10.781683928277767,45.41111200504005,0.30285158232370424,1.5643181696903683,49.517058980852376,15.635790268524229,12.190914934288282,46.47996072393551,51.49758205049458,0.8950783782447165,327.46194733985345
Tanzania,AFR,53879957,Sub-Saharan Africa,A,2700468.6,2157596,542872.6,97.14,97.14,97.14,,,0.3637163359,,,0.3583525923,,,,1200000,260000,430023.1108,0,4516.525599,18.03634493,1680.141048,0.0,0.0,3493.683827,1271.959635,379.1952424,1844.661064,4219.155353,70.94510072,17494.30321,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Latin America,102351,Spain,654.6254,,Uzbekistan,1000,4575,0.95,,,,,,,,,Vanuatu,No data,No data,,,4588.172686976767,18.30645000472073,1706.428929474539,0.0,0.0,3549.7344203527687,1292.1100481987544,384.9236544572178,1873.6162311792864,4163.558333441035,72.00842918624905,17648.859183271335
